Title,Author,ASIN,Publisher,Publication date,Language,File size,Text-to-Speech,Enhanced typesetting,X-Ray,Word Wise,Print length,Lending,Best Sellers Rank,Customer Reviews
"Jujutsu Kaisen, Vol. 2: Fearsome Womb",,B0842ZCW1G,"VIZ Media: SHONEN JUMP (February 4, 2020)","February 4, 2020",English,117242 KB,Not enabled,Not Enabled,Not Enabled,Not Enabled,192 pages,Not Enabled,"#7 in Teen & Young Adult Horror Comics & Graphic Novels(https://www.amazon.com/gp/bestsellers/digital-text/16232525011/ref=pd_zg_hrsr_digital-text), #12 in Supernatural Manga(https://www.amazon.com/gp/bestsellers/digital-text/17744507011/ref=pd_zg_hrsr_digital-text), #15 in Teen & Young Adult Fantasy Comics & Graphic Novels(https://www.amazon.com/gp/bestsellers/digital-text/16232517011/ref=pd_zg_hrsr_digital-text)","4.9 out of 5 stars, 1,531 ratings"
Amazing Spider-Man: Worldwide Collection Vol. 1 (Amazing Spider-Man (2015-2018)),"Dan Slott, Christos N. Gage, Giuseppe Camuncoli, Paco Diaz Luque, Matteo Buffagni, Alex Ross, Christos Gage, &, more",B07RHQ2PNP,"Marvel (January 17, 2017)","January 17, 2017",English,299523 KB,Not enabled,Not Enabled,Not Enabled,Not Enabled,269 pages,Not Enabled,"#10 in Teen & Young Adult Superhero Comics & Graphic Novels(https://www.amazon.com/gp/bestsellers/digital-text/15248915011/ref=pd_zg_hrsr_digital-text), #52 in Teen & Young Adult Superhero Comics(https://www.amazon.com/gp/bestsellers/books/10368520011/ref=pd_zg_hrsr_books), #57 in Comics & Graphic Novels (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/15195197011/ref=pd_zg_hrsr_digital-text)","4.5 out of 5 stars, 61 ratings"
Theory of Fun for Game Design,Raph Koster,B00GK5SRFY,"O'Reilly Media; 2nd edition (November 8, 2013)","November 8, 2013",English,16470 KB,Enabled,Enabled,Not Enabled,Enabled,299 pages,Not Enabled,"#30 in Human-Computer Interaction (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/16977181011/ref=pd_zg_hrsr_digital-text), #31 in User Experience & Usability(https://www.amazon.com/gp/bestsellers/digital-text/16977314011/ref=pd_zg_hrsr_digital-text), #33 in Computer Games Programming(https://www.amazon.com/gp/bestsellers/digital-text/6361571011/ref=pd_zg_hrsr_digital-text)","4.3 out of 5 stars, 245 ratings"
Experiment!: Website conversion rate optimization with A/B and multivariate testing,Colin McFarland,B008Z0UTBW,"New Riders; 1st edition (August 17, 2012)","August 17, 2012",English,10415 KB,Enabled,Enabled,Not Enabled,Not Enabled,151 pages,Not Enabled,"#23 in Interactive & Multimedia Technology(https://www.amazon.com/gp/bestsellers/digital-text/16977221011/ref=pd_zg_hrsr_digital-text), #33 in Web Site Design(https://www.amazon.com/gp/bestsellers/digital-text/156153011/ref=pd_zg_hrsr_digital-text), #165 in Web Design (Books)(https://www.amazon.com/gp/bestsellers/books/3525/ref=pd_zg_hrsr_books)","4.0 out of 5 stars, 20 ratings"
Creative Direction in a Digital World: A Guide to Being a Modern Creative Director,Adam Harrell,B073FPK8ML,"CRC Press; 1st edition (June 26, 2017)","June 26, 2017",English,2697 KB,Enabled,Enabled,Not Enabled,Not Enabled,137 pages,Not Enabled,"#28 in User Experience & Usability(https://www.amazon.com/gp/bestsellers/digital-text/16977314011/ref=pd_zg_hrsr_digital-text), #34 in Web Site Design(https://www.amazon.com/gp/bestsellers/digital-text/156153011/ref=pd_zg_hrsr_digital-text), #40 in Digital Media(https://www.amazon.com/gp/bestsellers/digital-text/16977195011/ref=pd_zg_hrsr_digital-text)","4.7 out of 5 stars, 20 ratings"
"Mapping Experiences: A Complete Guide to Creating Value through Journeys, Blueprints, and Diagrams",,B01F9Y6B9K,"O'Reilly Media; 1st edition (April 25, 2016)","April 25, 2016",English,113543 KB,Enabled,Enabled,Not Enabled,Enabled,515 pages,Not Enabled,"#30 in User Experience & Usability(https://www.amazon.com/gp/bestsellers/digital-text/16977314011/ref=pd_zg_hrsr_digital-text), #40 in Web Site Design(https://www.amazon.com/gp/bestsellers/digital-text/156153011/ref=pd_zg_hrsr_digital-text), #58 in Computer Graphic Design(https://www.amazon.com/gp/bestsellers/digital-text/156121011/ref=pd_zg_hrsr_digital-text)","4.5 out of 5 stars, 324 ratings"
100 Things Every Designer Needs to Know About People (Voices That Matter),,B004X1V1CS,"New Riders; 1st edition (April 14, 2011)","April 14, 2011",English,4146 KB,Enabled,Enabled,Not Enabled,Enabled,255 pages,Not Enabled,"#34 in Desktop Publishing(https://www.amazon.com/gp/bestsellers/books/4094/ref=pd_zg_hrsr_books), #38 in Web Site Design(https://www.amazon.com/gp/bestsellers/digital-text/156153011/ref=pd_zg_hrsr_digital-text), #41 in Design & Graphics Software Books(https://www.amazon.com/gp/bestsellers/books/10806627011/ref=pd_zg_hrsr_books)","4.5 out of 5 stars, 498 ratings"
"Learning Angular: A no-nonsense beginner's guide to building web applications with Angular 10 and TypeScript, 3rd Edition",,B08D9SLQ1X,"Packt Publishing; 3rd edition (September 7, 2020)","September 7, 2020",English,4989 KB,Enabled,Enabled,Not Enabled,Not Enabled,430 pages,Not Enabled,"#15 in Application Development(https://www.amazon.com/gp/bestsellers/digital-text/16977311011/ref=pd_zg_hrsr_digital-text), #23 in JavaScript Programming (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/16977271011/ref=pd_zg_hrsr_digital-text), #45 in Web Programming(https://www.amazon.com/gp/bestsellers/digital-text/16977310011/ref=pd_zg_hrsr_digital-text)","4.3 out of 5 stars, 24 ratings"
Software Estimation Without Guessing: Effective Planning in an Imperfect World,George Dinwiddie,B084SW6HYJ,"Pragmatic Bookshelf; 1st edition (December 19, 2019)","December 19, 2019",English,3527 KB,Enabled,Enabled,Not Enabled,Enabled,354 pages,Not Enabled,"#12 in Computer Information Theory(https://www.amazon.com/gp/bestsellers/digital-text/16977183011/ref=pd_zg_hrsr_digital-text), #14 in Application Development(https://www.amazon.com/gp/bestsellers/digital-text/16977311011/ref=pd_zg_hrsr_digital-text), #28 in IT Project Management(https://www.amazon.com/gp/bestsellers/digital-text/16977149011/ref=pd_zg_hrsr_digital-text)","4.4 out of 5 stars, 19 ratings"
Programming the Semantic Web: Build Flexible Applications with Graph Data,"Colin Evans, &, more",B002L4EXE2,"O'Reilly Media; 1st edition (July 9, 2009)","July 9, 2009",English,7548 KB,Enabled,Enabled,Not Enabled,Not Enabled,444 pages,Not Enabled,"#40 in User Generated Content (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/16232547011/ref=pd_zg_hrsr_digital-text), #167 in User Generated Content (Books)(https://www.amazon.com/gp/bestsellers/books/377888011/ref=pd_zg_hrsr_books), #263 in Web Site Design(https://www.amazon.com/gp/bestsellers/digital-text/156153011/ref=pd_zg_hrsr_digital-text)","4.3 out of 5 stars, 30 ratings"
VISUAL C#: APLICACIONES WEB CON ASP.NET (Spanish Edition),,B08NPKFPR2,,"November 16, 2020",Spanish,23944 KB,Not enabled,Not Enabled,,Not Enabled,503 pages,Enabled,"#511 in ASP.NET Programming(https://www.amazon.com/gp/bestsellers/books/379360011/ref=pd_zg_hrsr_books), #1,144 in Application Development(https://www.amazon.com/gp/bestsellers/digital-text/16977311011/ref=pd_zg_hrsr_digital-text), #1,956 in Information, Internet & Digital Media in Spanish(https://www.amazon.com/gp/bestsellers/digital-text/8407407011/ref=pd_zg_hrsr_digital-text)","None, None"
CSS3: Visual QuickStart Guide,Jason Cranford Teague,B00A8SCTS0,"Peachpit Press; 6th edition (November 15, 2012)","November 15, 2012",English,112866 KB,Enabled,Enabled,Not Enabled,Not Enabled,455 pages,Not Enabled,"#497 in Web Site Design(https://www.amazon.com/gp/bestsellers/digital-text/156153011/ref=pd_zg_hrsr_digital-text), #2,158 in Web Design (Books)(https://www.amazon.com/gp/bestsellers/books/3525/ref=pd_zg_hrsr_books)","4.7 out of 5 stars, 17 ratings"
Web Design All-in-One For Dummies,Sue Jenkins,B00AUJ910Q,"For Dummies; 2nd edition (December 27, 2012)","December 27, 2012",English,25740 KB,Enabled,Enabled,Not Enabled,Not Enabled,689 pages,Enabled,"#331 in Interactive & Multimedia Technology(https://www.amazon.com/gp/bestsellers/digital-text/16977221011/ref=pd_zg_hrsr_digital-text), #424 in Web Site Design(https://www.amazon.com/gp/bestsellers/digital-text/156153011/ref=pd_zg_hrsr_digital-text), #1,871 in Web Design (Books)(https://www.amazon.com/gp/bestsellers/books/3525/ref=pd_zg_hrsr_books)","4.3 out of 5 stars, 109 ratings"
Everyday Among Us Life 1: Among Us Comic,,B08ZMNL6MP,,"March 21, 2021",English,15437 KB,Enabled,Enabled,Not Enabled,Not Enabled,123 pages,Enabled,"#27 in User Experience & Usability(https://www.amazon.com/gp/bestsellers/digital-text/16977314011/ref=pd_zg_hrsr_digital-text), #49 in Computer Graphic Design(https://www.amazon.com/gp/bestsellers/digital-text/156121011/ref=pd_zg_hrsr_digital-text), #84 in User Experience & Website Usability(https://www.amazon.com/gp/bestsellers/books/4033/ref=pd_zg_hrsr_books)","None, None"
WordPress Plugins: The 672 Best Free WordPress Plugins for Developing Amazing and Profitable Websites,Eliot Tennant,B00SNM5BVK,,"January 22, 2015",English,2337 KB,Enabled,Enabled,Not Enabled,Not Enabled,132 pages,Enabled,"#6 in Content Management Systems(https://www.amazon.com/gp/bestsellers/digital-text/16977312011/ref=pd_zg_hrsr_digital-text), #16 in Content Management(https://www.amazon.com/gp/bestsellers/books/377885011/ref=pd_zg_hrsr_books), #32 in Web Site Design(https://www.amazon.com/gp/bestsellers/digital-text/156153011/ref=pd_zg_hrsr_digital-text)","4.1 out of 5 stars, 110 ratings"
Search Patterns: Design for Discovery,Peter Morville,B0039QGJD4,"O'Reilly Media; 1st edition (January 14, 2010)","January 14, 2010",English,21786 KB,Enabled,Enabled,Not Enabled,Not Enabled,280 pages,Not Enabled,"#10 in Search Engines(https://www.amazon.com/gp/bestsellers/digital-text/16977307011/ref=pd_zg_hrsr_digital-text), #24 in User Experience & Usability(https://www.amazon.com/gp/bestsellers/digital-text/16977314011/ref=pd_zg_hrsr_digital-text), #31 in Online Internet Searching(https://www.amazon.com/gp/bestsellers/books/69771/ref=pd_zg_hrsr_books)","3.7 out of 5 stars, 36 ratings"
The Google Home Guide: Easy Instructions to Master Your Google Assistant from Beginner to Expert! The Unofficial Manual That Should Have Come in the Box! ... Questions (Google Home Guide Series Book 1),Frederic Marsh,B01NCMO2AK,"Little Cottonwood Press; 2nd edition (December 18, 2016)","December 18, 2016",English,1115 KB,Enabled,Enabled,Not Enabled,Not Enabled,90 pages,Enabled,"#236 in User Experience & Usability(https://www.amazon.com/gp/bestsellers/digital-text/16977314011/ref=pd_zg_hrsr_digital-text), #583 in AI & Semantics(https://www.amazon.com/gp/bestsellers/digital-text/16977171011/ref=pd_zg_hrsr_digital-text), #631 in User Experience & Website Usability(https://www.amazon.com/gp/bestsellers/books/4033/ref=pd_zg_hrsr_books)","3.4 out of 5 stars, 15 ratings"
"Handbook of Usability Testing: How to Plan, Design, and Conduct Effective Tests","Jared Spool, &, more",B008L03ZOY,"Wiley; 2nd edition (August 4, 2008)","August 4, 2008",English,5172 KB,Enabled,Enabled,Not Enabled,Not Enabled,386 pages,Enabled,"#10 in Engineering Measurement(https://www.amazon.com/gp/bestsellers/digital-text/157733011/ref=pd_zg_hrsr_digital-text), #14 in Medical Instruments & Supplies (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157252011/ref=pd_zg_hrsr_digital-text), #23 in Science Measurement(https://www.amazon.com/gp/bestsellers/digital-text/158694011/ref=pd_zg_hrsr_digital-text)","4.4 out of 5 stars, 60 ratings"
Breaking the Code: Five Steps to a Life-Changing Software Development Job,Bobby Davis Jr.,B0891Q9P84,"Lioncrest Pubishing (June 23, 2020)","June 23, 2020",English,2446 KB,Enabled,Enabled,Not Enabled,Not Enabled,180 pages,Enabled,"#5 in Internships(https://www.amazon.com/gp/bestsellers/digital-text/8493789011/ref=pd_zg_hrsr_digital-text), #18 in Distributed Systems & Computing(https://www.amazon.com/gp/bestsellers/digital-text/16977240011/ref=pd_zg_hrsr_digital-text), #37 in Vocational Guidance (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/154847011/ref=pd_zg_hrsr_digital-text)","4.5 out of 5 stars, 68 ratings"
Designing Web APIs: Building APIs That Developers Love,"&, more",B07GY6F2LH,"O'Reilly Media; 1st edition (August 29, 2018)","August 29, 2018",English,9520 KB,Enabled,Enabled,Not Enabled,Not Enabled,301 pages,Not Enabled,"#18 in Web Services & APIs(https://www.amazon.com/gp/bestsellers/digital-text/8288711011/ref=pd_zg_hrsr_digital-text), #23 in User Experience & Usability(https://www.amazon.com/gp/bestsellers/digital-text/16977314011/ref=pd_zg_hrsr_digital-text), #30 in Web Site Design(https://www.amazon.com/gp/bestsellers/digital-text/156153011/ref=pd_zg_hrsr_digital-text)","4.4 out of 5 stars, 49 ratings"
"How to Update Credit Card Information on Amazon: A Simple Guide with Screenshots on How to Add, Edit or Remove Payment Methods on Your Account In 30 Seconds or Less",,B08QGS336Z,,"December 12, 2020",English,2285 KB,Enabled,Enabled,Not Enabled,Enabled,21 pages,Enabled,"#8 in 30-Minute Computers & Technology Short Reads(https://www.amazon.com/gp/bestsellers/digital-text/8624132011/ref=pd_zg_hrsr_digital-text), #12 in Application Development(https://www.amazon.com/gp/bestsellers/digital-text/16977311011/ref=pd_zg_hrsr_digital-text), #21 in 30-Minute Education & Reference Short Reads(https://www.amazon.com/gp/bestsellers/digital-text/8624135011/ref=pd_zg_hrsr_digital-text)","5.0 out of 5 stars, 1 rating"
Designing for Behavior Change: Applying Psychology and Behavioral Economics,Stephen Wendel,B089VDCG8C,"O'Reilly Media; 2nd edition (June 2, 2020)","June 2, 2020",English,13042 KB,Enabled,Enabled,Not Enabled,Enabled,564 pages,Not Enabled,"#21 in Interactive & Multimedia Technology(https://www.amazon.com/gp/bestsellers/digital-text/16977221011/ref=pd_zg_hrsr_digital-text), #26 in User Experience & Usability(https://www.amazon.com/gp/bestsellers/digital-text/16977314011/ref=pd_zg_hrsr_digital-text), #31 in Web Site Design(https://www.amazon.com/gp/bestsellers/digital-text/156153011/ref=pd_zg_hrsr_digital-text)","4.9 out of 5 stars, 33 ratings"
100+ Free Tools to Create Content for Social Media & Web: 2021 (Free Online Tools Book 2),Anita Nipane,B071RBRJW5,,"April 16, 2017",English,1979 KB,Enabled,Enabled,Not Enabled,Enabled,61 pages,Enabled,"#2 in Commercial Advertising(https://www.amazon.com/gp/bestsellers/digital-text/154664011/ref=pd_zg_hrsr_digital-text), #7 in User Generated Content (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/16232547011/ref=pd_zg_hrsr_digital-text), #13 in Home-Based Business Advertising(https://www.amazon.com/gp/bestsellers/digital-text/8493805011/ref=pd_zg_hrsr_digital-text)","4.3 out of 5 stars, 87 ratings"
Python GUI Programming with Tkinter: Develop responsive and powerful GUI applications with Tkinter,Alan D. Moore,B079HZPS7K,"Packt Publishing; 1st edition (May 15, 2018)","May 15, 2018",English,2846 KB,Enabled,Enabled,Not Enabled,Not Enabled,454 pages,Not Enabled,"#99 in Application Development(https://www.amazon.com/gp/bestsellers/digital-text/16977311011/ref=pd_zg_hrsr_digital-text), #320 in Python Computer Programming(https://www.amazon.com/gp/bestsellers/digital-text/6361574011/ref=pd_zg_hrsr_digital-text), #519 in Software Development (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/156145011/ref=pd_zg_hrsr_digital-text)","4.0 out of 5 stars, 43 ratings"
Dreamweaver CS6: The Missing Manual (Missing Manuals),David Sawyer McFarland,B008K9OI4W,"O'Reilly Media; 1st edition (July 10, 2012)","July 10, 2012",English,21607 KB,Enabled,Enabled,Not Enabled,Not Enabled,1616 pages,Not Enabled,"#88 in Adobe Dreamweaver Web Design(https://www.amazon.com/gp/bestsellers/books/172400/ref=pd_zg_hrsr_books), #122 in User Generated Content (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/16232547011/ref=pd_zg_hrsr_digital-text), #259 in HTML Programming(https://www.amazon.com/gp/bestsellers/digital-text/16977270011/ref=pd_zg_hrsr_digital-text)","4.3 out of 5 stars, 102 ratings"
"User Friendly: How the Hidden Rules of Design Are Changing the Way We Live, Work, and Play",Cliff Kuang,B07HF2M7ZN,"MCD; Illustrated edition (November 19, 2019)","November 19, 2019",English,6935 KB,Enabled,Enabled,Enabled,Enabled,418 pages,Not Enabled,"#17 in Industrial Design (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157722011/ref=pd_zg_hrsr_digital-text), #25 in User Experience & Usability(https://www.amazon.com/gp/bestsellers/digital-text/16977314011/ref=pd_zg_hrsr_digital-text), #34 in Art History Criticism(https://www.amazon.com/gp/bestsellers/digital-text/154610011/ref=pd_zg_hrsr_digital-text)","4.6 out of 5 stars, 250 ratings"
Dreamweaver CS6 For Dummies,,B0081RL4FY,"For Dummies; 1st edition (April 2, 2012)","April 2, 2012",English,16372 KB,Enabled,Enabled,Not Enabled,Not Enabled,416 pages,Enabled,"#111 in Adobe Dreamweaver Web Design(https://www.amazon.com/gp/bestsellers/books/172400/ref=pd_zg_hrsr_books), #1,074 in Web Site Design(https://www.amazon.com/gp/bestsellers/digital-text/156153011/ref=pd_zg_hrsr_digital-text)","4.2 out of 5 stars, 80 ratings"
"Bandit Algorithms for Website Optimization: Developing, Deploying, and Debugging",John Myles White,B00AM86Y0K,"O'Reilly Media; 1st edition (December 10, 2012)","December 10, 2012",English,2534 KB,Enabled,Enabled,Not Enabled,Not Enabled,90 pages,Not Enabled,"#6 in Computer Programming Debugging(https://www.amazon.com/gp/bestsellers/books/3974/ref=pd_zg_hrsr_books), #12 in Computer Performance Optimization(https://www.amazon.com/gp/bestsellers/books/4014/ref=pd_zg_hrsr_books), #18 in Data Modeling & Design (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/16977179011/ref=pd_zg_hrsr_digital-text)","4.1 out of 5 stars, 29 ratings"
"The Basics Of Kanban: A Popular Lean Framework - Learn Kanban principles, practices, tools, and metrics with practical Kanban examples (Lean-Agile Product Development)",Aditi Agarwal,B07JDZLR62,"Aditi Agarwal Books LLC; 1st edition (October 18, 2018)","October 18, 2018",English,3752 KB,Enabled,Enabled,Not Enabled,Enabled,142 pages,Enabled,"#39 in Business School Guides (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/158153011/ref=pd_zg_hrsr_digital-text), #45 in Business Mathematics Skills(https://www.amazon.com/gp/bestsellers/digital-text/8493817011/ref=pd_zg_hrsr_digital-text), #59 in Application Development(https://www.amazon.com/gp/bestsellers/digital-text/16977311011/ref=pd_zg_hrsr_digital-text)","4.6 out of 5 stars, 35 ratings"
HTML & XHTML: The Definitive Guide (Definitive Guides),Chuck Musciano,B00ARPRCE0,"O'Reilly Media; 6th edition (October 17, 2006)","October 17, 2006",English,2935 KB,Enabled,Not Enabled,Not Enabled,Not Enabled,680 pages,Not Enabled,"#46 in XHTML Software Programming Computer(https://www.amazon.com/gp/bestsellers/books/285859/ref=pd_zg_hrsr_books), #62 in XML Programming (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/16977279011/ref=pd_zg_hrsr_digital-text), #110 in HTML Programming(https://www.amazon.com/gp/bestsellers/digital-text/16977270011/ref=pd_zg_hrsr_digital-text)","4.4 out of 5 stars, 40 ratings"
Design Leadership: How Top Design Leaders Build and Grow Successful Organizations,Richard Banfield,B018YJR26S,"O'Reilly Media; 1st edition (December 4, 2015)","December 4, 2015",English,1645 KB,Enabled,Enabled,Not Enabled,Enabled,224 pages,Not Enabled,"#158 in User Experience & Usability(https://www.amazon.com/gp/bestsellers/digital-text/16977314011/ref=pd_zg_hrsr_digital-text), #215 in Web Site Design(https://www.amazon.com/gp/bestsellers/digital-text/156153011/ref=pd_zg_hrsr_digital-text), #306 in Work Life Balance in Business(https://www.amazon.com/gp/bestsellers/books/355580011/ref=pd_zg_hrsr_books)","4.0 out of 5 stars, 25 ratings"
"Being an Effective Project Manager: Your Guide to Becoming a Project Management Rock Star: Best Practices, Methodology, and Success Principles for a Project ... (Project Management by Ready Set Agile)",Ready Set Agile,B08KQ2HT2X,,"October 4, 2020",English,2487 KB,Enabled,Enabled,Enabled,Enabled,154 pages,Enabled,"#15 in Industrial Production Engineering(https://www.amazon.com/gp/bestsellers/digital-text/157726011/ref=pd_zg_hrsr_digital-text), #85 in Technical Project Management (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/8493803011/ref=pd_zg_hrsr_digital-text), #91 in Application Development(https://www.amazon.com/gp/bestsellers/digital-text/16977311011/ref=pd_zg_hrsr_digital-text)","4.8 out of 5 stars, 46 ratings"
"Storytelling in Design: Defining, Designing, and Selling Multidevice Products",Anna Dahlström,B082P81QY4,"O'Reilly Media; 1st edition (December 12, 2019)","December 12, 2019",English,32485 KB,Enabled,Enabled,Not Enabled,Not Enabled,415 pages,Not Enabled,"#169 in Human-Computer Interaction (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/16977181011/ref=pd_zg_hrsr_digital-text), #176 in User Experience & Usability(https://www.amazon.com/gp/bestsellers/digital-text/16977314011/ref=pd_zg_hrsr_digital-text), #242 in Web Site Design(https://www.amazon.com/gp/bestsellers/digital-text/156153011/ref=pd_zg_hrsr_digital-text)","4.6 out of 5 stars, 22 ratings"
"HOW TO DELETE BOOKS OFF YOUR KINDLE: Step by Step Guide on How to Manage Content on your Devices, Audible and Handle Unlimited Account",Carlos Ward,B07WRDKPX7,,"August 18, 2019",English,1486 KB,Enabled,Enabled,Not Enabled,Not Enabled,200 pages,Enabled,"#37 in Content Management Systems(https://www.amazon.com/gp/bestsellers/digital-text/16977312011/ref=pd_zg_hrsr_digital-text), #64 in Online Services(https://www.amazon.com/gp/bestsellers/digital-text/16977304011/ref=pd_zg_hrsr_digital-text), #81 in Content Management(https://www.amazon.com/gp/bestsellers/books/377885011/ref=pd_zg_hrsr_books)","3.2 out of 5 stars, 5 ratings"
"Think Like a UX Researcher: How to Observe Users, Influence Design, and Shape Business Strategy",,B07MG5QL42,"CRC Press; 1st edition (January 10, 2019)","January 10, 2019",English,16283 KB,Not enabled,Not Enabled,Not Enabled,Not Enabled,306 pages,Not Enabled,"#23 in Computer Games Programming(https://www.amazon.com/gp/bestsellers/digital-text/6361571011/ref=pd_zg_hrsr_digital-text), #28 in Web Site Design(https://www.amazon.com/gp/bestsellers/digital-text/156153011/ref=pd_zg_hrsr_digital-text), #77 in Game Programming(https://www.amazon.com/gp/bestsellers/books/15375251/ref=pd_zg_hrsr_books)","4.8 out of 5 stars, 101 ratings"
Copywriting: 4 Books In 1 - Learn How To Write Copy And Content That Sells And How To Write And Self-Publish Your Non-Fiction Book,Joseph Robinson,B0852MWFPD,,"February 22, 2020",English,6236 KB,Enabled,Enabled,Not Enabled,Enabled,402 pages,Enabled,"#6 in User Generated Content (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/16232547011/ref=pd_zg_hrsr_digital-text), #6 in Hand Tools (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/156893011/ref=pd_zg_hrsr_digital-text), #15 in Online Services(https://www.amazon.com/gp/bestsellers/digital-text/16977304011/ref=pd_zg_hrsr_digital-text)","4.4 out of 5 stars, 18 ratings"
Badass: Making Users Awesome,Kathy Sierra,B00VAUIM18,"O'Reilly Media; 1st edition (January 29, 2015)","January 29, 2015",English,34165 KB,Not enabled,Not Enabled,Not Enabled,Not Enabled,294 pages,Not Enabled,"#16 in Public Relations (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/154979011/ref=pd_zg_hrsr_digital-text), #20 in User Experience & Usability(https://www.amazon.com/gp/bestsellers/digital-text/16977314011/ref=pd_zg_hrsr_digital-text), #26 in Market Research Business (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/154977011/ref=pd_zg_hrsr_digital-text)","4.4 out of 5 stars, 125 ratings"
Designing Interfaces: Patterns for Effective Interaction Design,"&, more",B082WQ28FM,"O'Reilly Media; 3rd edition (December 18, 2019)","December 18, 2019",English,166992 KB,Enabled,Enabled,Not Enabled,Not Enabled,602 pages,Not Enabled,"#108 in Web Services & APIs(https://www.amazon.com/gp/bestsellers/digital-text/8288711011/ref=pd_zg_hrsr_digital-text), #113 in Human-Computer Interaction (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/16977181011/ref=pd_zg_hrsr_digital-text), #123 in User Experience & Usability(https://www.amazon.com/gp/bestsellers/digital-text/16977314011/ref=pd_zg_hrsr_digital-text)","4.5 out of 5 stars, 52 ratings"
"HTML5 in easy steps, 2nd Edition",Mike McGrath,B01NC32O61,"In Easy Steps Limited; 2nd edition (February 6, 2017)","February 6, 2017",English,10180 KB,Enabled,Enabled,Not Enabled,Not Enabled,245 pages,Enabled,"#21 in Web Site Design(https://www.amazon.com/gp/bestsellers/digital-text/156153011/ref=pd_zg_hrsr_digital-text), #26 in Web Programming(https://www.amazon.com/gp/bestsellers/digital-text/16977310011/ref=pd_zg_hrsr_digital-text), #126 in Web Design (Books)(https://www.amazon.com/gp/bestsellers/books/3525/ref=pd_zg_hrsr_books)","4.6 out of 5 stars, 131 ratings"
"Visualize This: The FlowingData Guide to Design, Visualization, and Statistics",Nathan Yau,B005CCT19M,"Wiley; 1st edition (June 13, 2011)","June 13, 2011",English,8828 KB,Enabled,Enabled,Not Enabled,Not Enabled,384 pages,Enabled,"#164 in User Experience & Usability(https://www.amazon.com/gp/bestsellers/digital-text/16977314011/ref=pd_zg_hrsr_digital-text), #213 in Data Modeling & Design (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/16977179011/ref=pd_zg_hrsr_digital-text), #306 in Computing Industry History(https://www.amazon.com/gp/bestsellers/books/3573/ref=pd_zg_hrsr_books)","4.2 out of 5 stars, 152 ratings"
Making Your Website Work: 100 Copy & Design Tweaks for Smart Business Owners,Gill Andrews,B082DCSTRH,,"December 4, 2019",English,6985 KB,Enabled,Enabled,Not Enabled,Enabled,201 pages,Enabled,"#20 in Web Site Design(https://www.amazon.com/gp/bestsellers/digital-text/156153011/ref=pd_zg_hrsr_digital-text), #54 in Business Writing Skills (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/154998011/ref=pd_zg_hrsr_digital-text), #125 in Web Design (Books)(https://www.amazon.com/gp/bestsellers/books/3525/ref=pd_zg_hrsr_books)","4.8 out of 5 stars, 79 ratings"
The Clojure Workshop: Use functional programming to build data-centric applications with Clojure and ClojureScript,"&, more",B082FJ9ZLY,"Packt Publishing; 1st edition (January 29, 2020)","January 29, 2020",English,17230 KB,Enabled,Enabled,Not Enabled,Not Enabled,1042 pages,Not Enabled,"#128 in Functional Software Programming(https://www.amazon.com/gp/bestsellers/books/132561011/ref=pd_zg_hrsr_books), #132 in Application Development(https://www.amazon.com/gp/bestsellers/digital-text/16977311011/ref=pd_zg_hrsr_digital-text), #202 in Java Computer Programming(https://www.amazon.com/gp/bestsellers/digital-text/156143011/ref=pd_zg_hrsr_digital-text)","4.8 out of 5 stars, 11 ratings"
