Title,Author,ASIN,Publisher,Publication date,Language,File size,Text-to-Speech,Enhanced typesetting,X-Ray,Word Wise,Print length,Lending,Best Sellers Rank,Customer Reviews
"Storey's Guide to Raising Turkeys, 3rd Edition: Breeds, Care, Marketing (Storey’s Guide to Raising)",Don Schrider,B008NF03PG,"Storey Publishing, LLC; 3rd edition (December 17, 2013)","December 17, 2013",English,10949 KB,Enabled,Enabled,Not Enabled,Enabled,321 pages,Enabled,"#7 in Food Animal Veterinary Medicine(https://www.amazon.com/gp/bestsellers/digital-text/157302011/ref=pd_zg_hrsr_digital-text), #27 in Agriculture Industry (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/8493749011/ref=pd_zg_hrsr_digital-text), #38 in Animal Husbandry (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/158600011/ref=pd_zg_hrsr_digital-text)","4.7 out of 5 stars, 185 ratings"
All Things Wise and Wonderful: All Creatures Great and Small Book 3: The Classic Memoirs of a Yorkshire Country Vet,James Herriot,B009NQHCYO,"Macmillan; Reprints edition (May 6, 1987)","May 6, 1987",English,1187 KB,Enabled,Enabled,Not Enabled,Enabled,484 pages,Not Enabled,"#6 in Food Animal Veterinary Medicine(https://www.amazon.com/gp/bestsellers/digital-text/157302011/ref=pd_zg_hrsr_digital-text), #36 in Animal Husbandry (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/158600011/ref=pd_zg_hrsr_digital-text), #50 in Food Animals in Veterinary Medicine(https://www.amazon.com/gp/bestsellers/books/227728/ref=pd_zg_hrsr_books)","4.8 out of 5 stars, 1,946 ratings"
What a Way to Make a Living: Tales of a Small Town Veterinarian,,B07B89TNHW,,"March 4, 2018",English,1057 KB,Enabled,Enabled,Not Enabled,Enabled,162 pages,Enabled,"#48 in Veterinary Medicine (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157300011/ref=pd_zg_hrsr_digital-text), #240 in Doctors & Medicine Humor(https://www.amazon.com/gp/bestsellers/books/4463/ref=pd_zg_hrsr_books), #370 in Veterinary Medicine (Books)(https://www.amazon.com/gp/bestsellers/books/227719/ref=pd_zg_hrsr_books)","4.4 out of 5 stars, 15 ratings"
Clinical Anatomy and Physiology for Veterinary Technicians - E-Book,,B00UMQX5A4,"Mosby; 3rd edition (March 10, 2015)","March 10, 2015",English,60068 KB,Enabled,Enabled,Not Enabled,Not Enabled,637 pages,Not Enabled,"#33 in Veterinary Anatomy & Physiology(https://www.amazon.com/gp/bestsellers/books/227721/ref=pd_zg_hrsr_books), #41 in Veterinary Medicine (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157300011/ref=pd_zg_hrsr_digital-text)","4.8 out of 5 stars, 410 ratings"
Papich Handbook of Veterinary Drugs - E-Book: Small and Large Animal,Mark G. Papich,B08LNWGWFJ,"Saunders; 5th edition (October 6, 2020)","October 6, 2020",English,12086 KB,Enabled,Enabled,Not Enabled,Not Enabled,1051 pages,Not Enabled,"#37 in Veterinary Medicine (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157300011/ref=pd_zg_hrsr_digital-text), #313 in Veterinary Medicine (Books)(https://www.amazon.com/gp/bestsellers/books/227719/ref=pd_zg_hrsr_books)","5.0 out of 5 stars, 4 ratings"
Practical Handbook of Veterinary Homeopathy: Healing Our Companion Animals from,,B018RRVLNW,"Black Rose Writing (November 30, 2015)","November 30, 2015",English,744 KB,Enabled,Enabled,Not Enabled,Not Enabled,215 pages,Enabled,"#14 in Small Animal Veterinary Medicine (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157304011/ref=pd_zg_hrsr_digital-text), #99 in Small Animal Veterinary Medicine (Books)(https://www.amazon.com/gp/bestsellers/books/227740/ref=pd_zg_hrsr_books), #238 in Pet Food & Nutrition(https://www.amazon.com/gp/bestsellers/books/9352388011/ref=pd_zg_hrsr_books)","4.2 out of 5 stars, 138 ratings"
Savage Ruler: A Dark Italian - Irish Mafia Arranged Marriage Romance (Sinfully Savage),Kristen Luciani,B08HGQT4WQ,,"February 4, 2021",English,3367 KB,Enabled,Enabled,Enabled,Enabled,325 pages,Enabled,"#7 in Kidnapping Crime Fiction(https://www.amazon.com/gp/bestsellers/digital-text/7151518011/ref=pd_zg_hrsr_digital-text), #9 in Gothic Romance(https://www.amazon.com/gp/bestsellers/digital-text/6487830011/ref=pd_zg_hrsr_digital-text), #10 in Multicultural & Interracial Romance(https://www.amazon.com/gp/bestsellers/digital-text/6487837011/ref=pd_zg_hrsr_digital-text)","4.4 out of 5 stars, 248 ratings"
The Passenger: A psychological thriller with an ending you won't see coming,Daniel Hurst,B08ZJJ55YF,"Inkubator Books (March 28, 2021)","March 28, 2021",English,2016 KB,Enabled,Enabled,Not Enabled,Enabled,257 pages,Not Enabled,"#16 in Domestic Thrillers (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/17744539011/ref=pd_zg_hrsr_digital-text), #28 in Women's Psychological Fiction(https://www.amazon.com/gp/bestsellers/digital-text/7588896011/ref=pd_zg_hrsr_digital-text), #29 in Psychological Fiction (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/18289231011/ref=pd_zg_hrsr_digital-text)","4.2 out of 5 stars, 26 ratings"
Misjudged: A Legal Thriller (Sam Johnstone Book 1),James Chandler,B08HJNQC26,"Severn River Publishing (November 10, 2020)","November 10, 2020",English,1706 KB,Enabled,Enabled,Not Enabled,Enabled,432 pages,Enabled,"#1 in Financial Thrillers (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/7130645011/ref=pd_zg_hrsr_digital-text), #3 in Legal Thrillers (Books)(https://www.amazon.com/gp/bestsellers/books/10487/ref=pd_zg_hrsr_books), #4 in Legal Thrillers (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157321011/ref=pd_zg_hrsr_digital-text)","4.4 out of 5 stars, 249 ratings"
Faithless in Death: An Eve Dallas Novel,J. D. Robb,B086ZXF6MR,"St. Martin's Press (February 9, 2021)","February 9, 2021",English,3623 KB,Enabled,Enabled,Enabled,Enabled,382 pages,Not Enabled,"#17 in Serial Killer Thrillers(https://www.amazon.com/gp/bestsellers/books/9536067011/ref=pd_zg_hrsr_books), #18 in Mystery Romance(https://www.amazon.com/gp/bestsellers/digital-text/6487840011/ref=pd_zg_hrsr_digital-text), #28 in Women Sleuths (Books)(https://www.amazon.com/gp/bestsellers/books/10480/ref=pd_zg_hrsr_books)","4.8 out of 5 stars, 8,593 ratings"
Firewalk (Rachel Hatch Book 5),L.T. Ryan,B08H2HRKVT,"Liquid Mind Media (December 1, 2020)","December 1, 2020",English,4516 KB,Enabled,Enabled,Enabled,Enabled,246 pages,Enabled,"#2 in Vigilante Justice Thrillers(https://www.amazon.com/gp/bestsellers/books/9536068011/ref=pd_zg_hrsr_books), #33 in Women Sleuths (Books)(https://www.amazon.com/gp/bestsellers/books/10480/ref=pd_zg_hrsr_books), #37 in Women Sleuths (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157317011/ref=pd_zg_hrsr_digital-text)","4.6 out of 5 stars, 1,342 ratings"
Deep Freeze (West Coast Series Book 1),Lisa Jackson,B0180SIXZW,"Zebra Books (November 24, 2015)","November 24, 2015",English,2650 KB,Enabled,Enabled,Enabled,Enabled,516 pages,Enabled,"#1 in Add Narration for $3.99 or Less(https://www.amazon.com/gp/bestsellers/digital-text/15435872011/ref=pd_zg_hrsr_digital-text), #7 in Mystery & Suspense(https://www.amazon.com/gp/bestsellers/digital-text/15195308011/ref=pd_zg_hrsr_digital-text), #14 in Suspense (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/15195225011/ref=pd_zg_hrsr_digital-text)","4.5 out of 5 stars, 777 ratings"
Wall of Silence,Tracy Buchanan,B07VQS3HHC,"Lake Union Publishing (April 1, 2020)","April 1, 2020",English,5579 KB,Enabled,Enabled,Not Enabled,Enabled,381 pages,Not Enabled,"#8 in British & Irish Literary Fiction(https://www.amazon.com/gp/bestsellers/digital-text/7588846011/ref=pd_zg_hrsr_digital-text), #9 in Psychological Literary Fiction(https://www.amazon.com/gp/bestsellers/digital-text/7588852011/ref=pd_zg_hrsr_digital-text), #18 in Contemporary Literary Fiction(https://www.amazon.com/gp/bestsellers/digital-text/7588747011/ref=pd_zg_hrsr_digital-text)","4.3 out of 5 stars, 7,337 ratings"
The Black Book (A Black Book Thriller 1),James Patterson,B01HZFB38U,"Little, Brown and Company (March 27, 2017)","March 27, 2017",English,1684 KB,Enabled,Enabled,Enabled,Enabled,449 pages,Not Enabled,"#5 in Fiction Urban Life(https://www.amazon.com/gp/bestsellers/books/3558942011/ref=pd_zg_hrsr_books), #5 in Urban Fiction (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/7588792011/ref=pd_zg_hrsr_digital-text), #15 in Murder(https://www.amazon.com/gp/bestsellers/digital-text/7130624011/ref=pd_zg_hrsr_digital-text)","4.6 out of 5 stars, 5,836 ratings"
Echo (Breakthrough Book 6),Michael C. Grumley,B08X42T3VR,,"February 28, 2021",English,1875 KB,Enabled,Enabled,Enabled,Enabled,344 pages,Enabled,"#5 in Technothrillers (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157324011/ref=pd_zg_hrsr_digital-text), #86 in Mysteries (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157307011/ref=pd_zg_hrsr_digital-text), #90 in Mysteries (Books)(https://www.amazon.com/gp/bestsellers/books/10457/ref=pd_zg_hrsr_books)","4.8 out of 5 stars, 898 ratings"
One by One,Ruth Ware,B084G9Z5C3,"Gallery/Scout Press (September 8, 2020)","September 8, 2020",English,3542 KB,Enabled,Enabled,Enabled,Enabled,383 pages,Not Enabled,"#8 in Psychological Literary Fiction(https://www.amazon.com/gp/bestsellers/digital-text/7588852011/ref=pd_zg_hrsr_digital-text), #21 in Mystery, Thriller & Suspense Literary Fiction(https://www.amazon.com/gp/bestsellers/digital-text/7588851011/ref=pd_zg_hrsr_digital-text), #36 in Psychological Thrillers (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/6190491011/ref=pd_zg_hrsr_digital-text)","4.3 out of 5 stars, 8,584 ratings"
World's End (The Lanny Budd Novels Book 1),Upton Sinclair,B018V77ID0,"Open Road Media (January 19, 2016)","January 19, 2016",English,3970 KB,Enabled,Enabled,Enabled,Enabled,788 pages,Enabled,"#2 in Classic Historical Fiction(https://www.amazon.com/gp/bestsellers/digital-text/7588784011/ref=pd_zg_hrsr_digital-text), #2 in Classic American Fiction(https://www.amazon.com/gp/bestsellers/digital-text/7588780011/ref=pd_zg_hrsr_digital-text), #3 in Historical German Fiction(https://www.amazon.com/gp/bestsellers/digital-text/7588811011/ref=pd_zg_hrsr_digital-text)","4.3 out of 5 stars, 130 ratings"
The Girl in the Manor (Emma Griffin™ FBI Mystery Book 3),A.J. Rivers,B083R3SHNH,,"February 5, 2020",English,4191 KB,Enabled,Enabled,Enabled,Enabled,248 pages,Enabled,"#11 in Private Investigator Mysteries (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/6190477011/ref=pd_zg_hrsr_digital-text), #26 in Psychological Fiction (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/18289231011/ref=pd_zg_hrsr_digital-text), #32 in Women Sleuths (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157317011/ref=pd_zg_hrsr_digital-text)","4.5 out of 5 stars, 1,626 ratings"
HATE: An enemies to lovers reverse harem romance (Madison Kate Book 1),,B07ZQPFQJ8,"Foxy Publishing (May 8, 2020)","May 8, 2020",English,3292 KB,Enabled,Enabled,Enabled,Enabled,418 pages,Enabled,"#26 in Sports Romance (Books)(https://www.amazon.com/gp/bestsellers/books/10387327011/ref=pd_zg_hrsr_books), #28 in Sports Romance (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/6487842011/ref=pd_zg_hrsr_digital-text), #32 in New Adult & College Romance (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/6487838011/ref=pd_zg_hrsr_digital-text)","4.7 out of 5 stars, 1,223 ratings"
The Eighth Sister: A Thriller (Charles Jenkins Book 1),Robert Dugoni,B07D6PZ6P1,"Thomas & Mercer (April 9, 2019)","April 9, 2019",English,3553 KB,Enabled,Enabled,Enabled,Enabled,437 pages,Not Enabled,"#2 in Assassination Thrillers (Books)(https://www.amazon.com/gp/bestsellers/books/9536070011/ref=pd_zg_hrsr_books), #2 in Assassination Thrillers (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/7130643011/ref=pd_zg_hrsr_digital-text), #3 in Legal Thrillers (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157321011/ref=pd_zg_hrsr_digital-text)","4.4 out of 5 stars, 6,350 ratings"
What You Did,Claire McGowan,B07KPFLD6Q,"Thomas & Mercer (August 1, 2019)","August 1, 2019",English,3041 KB,Enabled,Enabled,Enabled,Enabled,278 pages,Not Enabled,"#8 in Women's Detective Fiction(https://www.amazon.com/gp/bestsellers/digital-text/7588894011/ref=pd_zg_hrsr_digital-text), #13 in Suspense (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/15195225011/ref=pd_zg_hrsr_digital-text), #14 in Thrillers (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/15195226011/ref=pd_zg_hrsr_digital-text)","4.3 out of 5 stars, 10,327 ratings"
Home Before Dark: A Novel,Riley Sager,B07Z2TY6HV,"Dutton (June 30, 2020)","June 30, 2020",English,3843 KB,Enabled,Enabled,Enabled,Enabled,397 pages,Not Enabled,"#3 in Ghost Suspense(https://www.amazon.com/gp/bestsellers/digital-text/7130635011/ref=pd_zg_hrsr_digital-text), #3 in Ghost Thrillers(https://www.amazon.com/gp/bestsellers/books/9536076011/ref=pd_zg_hrsr_books), #4 in Horror Suspense(https://www.amazon.com/gp/bestsellers/digital-text/7130636011/ref=pd_zg_hrsr_digital-text)","4.5 out of 5 stars, 4,096 ratings"
The Roommate,Kiersten  Modglin,B08WJJNYSH,"Kiersten Modglin (March 1, 2021)","March 1, 2021",English,1242 KB,Enabled,Enabled,Not Enabled,Enabled,240 pages,Enabled,"#28 in Psychological Fiction (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/18289231011/ref=pd_zg_hrsr_digital-text), #37 in Psychological Fiction (Books)(https://www.amazon.com/gp/bestsellers/books/18289232011/ref=pd_zg_hrsr_books), #46 in Psychological Thrillers (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/6190491011/ref=pd_zg_hrsr_digital-text)","4.5 out of 5 stars, 151 ratings"
Every Last Secret,A. R. Torre,B083P1J5QX,"Thomas & Mercer (December 1, 2020)","December 1, 2020",English,3389 KB,Enabled,Enabled,Enabled,Enabled,291 pages,Not Enabled,"#14 in Domestic Thrillers (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/17744539011/ref=pd_zg_hrsr_digital-text), #16 in Domestic Thrillers (Books)(https://www.amazon.com/gp/bestsellers/books/17745827011/ref=pd_zg_hrsr_books), #24 in Psychological Fiction (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/18289231011/ref=pd_zg_hrsr_digital-text)","4.3 out of 5 stars, 13,802 ratings"
The Naturalist,Andrew Mayne,B01N1UN91W,"Thomas & Mercer (October 1, 2017)","October 1, 2017",English,3579 KB,Enabled,Enabled,Enabled,Enabled,381 pages,Not Enabled,"#2 in Science Fiction (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/15195315011/ref=pd_zg_hrsr_digital-text), #9 in Amateur Sleuth Mysteries (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/11650865011/ref=pd_zg_hrsr_digital-text), #12 in Thrillers (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/15195226011/ref=pd_zg_hrsr_digital-text)","4.3 out of 5 stars, 8,937 ratings"
The Girl Who Lived: A Thrilling Suspense Novel,Christopher Greyson,B076FNQWTF,"Greyson Media; 1st edition (November 4, 2017)","November 4, 2017",English,4029 KB,Enabled,Enabled,Enabled,Enabled,297 pages,Enabled,"#3 in Conspiracy Thrillers (Books)(https://www.amazon.com/gp/bestsellers/books/9536071011/ref=pd_zg_hrsr_books), #5 in Serial Killers(https://www.amazon.com/gp/bestsellers/digital-text/7130627011/ref=pd_zg_hrsr_digital-text), #14 in Serial Killer Thrillers(https://www.amazon.com/gp/bestsellers/books/9536067011/ref=pd_zg_hrsr_books)","4.4 out of 5 stars, 9,729 ratings"
The Silent Patient,Alex Michaelides,B07D2C6J4K,"Celadon Books (February 5, 2019)","February 5, 2019",English,6792 KB,Enabled,Enabled,Enabled,Enabled,328 pages,Not Enabled,"#37 in Psychological Thrillers (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/6190491011/ref=pd_zg_hrsr_digital-text), #40 in Murder Thrillers(https://www.amazon.com/gp/bestsellers/books/9536065011/ref=pd_zg_hrsr_books), #50 in Psychological Thrillers (Books)(https://www.amazon.com/gp/bestsellers/books/10491/ref=pd_zg_hrsr_books)","4.5 out of 5 stars, 68,146 ratings"
The Cellist: A Novel (Gabriel Allon Book 21),Daniel Silva,B08L3NB7FL,"Harper (July 13, 2021)","July 13, 2021",English,,Enabled,Not Enabled,Not Enabled,Not Enabled,496 pages,Not Enabled,"#4 in Espionage Thrillers (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157322011/ref=pd_zg_hrsr_digital-text), #4 in Women's Adventure Fiction (Books)(https://www.amazon.com/gp/bestsellers/books/10159276011/ref=pd_zg_hrsr_books), #8 in Espionage Thrillers (Books)(https://www.amazon.com/gp/bestsellers/books/9536072011/ref=pd_zg_hrsr_books)","None, None"
Not One of Us,Debbie Herbert,B082LSG9RQ,"Thomas & Mercer (February 1, 2021)","February 1, 2021",English,4160 KB,Enabled,Enabled,Enabled,Enabled,303 pages,Not Enabled,"#2 in Gothic Fiction(https://www.amazon.com/gp/bestsellers/books/10159332011/ref=pd_zg_hrsr_books), #11 in Domestic Thrillers (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/17744539011/ref=pd_zg_hrsr_digital-text), #12 in Domestic Thrillers (Books)(https://www.amazon.com/gp/bestsellers/books/17745827011/ref=pd_zg_hrsr_books)","4.2 out of 5 stars, 12,282 ratings"
The Sanatorium: A Novel,Sarah Pearse,B08D8K4Y1N,"Pamela Dorman Books (February 2, 2021)","February 2, 2021",English,2835 KB,Enabled,Enabled,Enabled,Enabled,400 pages,Not Enabled,"#7 in Women's Detective Fiction(https://www.amazon.com/gp/bestsellers/digital-text/7588894011/ref=pd_zg_hrsr_digital-text), #12 in Women's Crime Fiction(https://www.amazon.com/gp/bestsellers/digital-text/7588893011/ref=pd_zg_hrsr_digital-text), #20 in Women's Psychological Fiction(https://www.amazon.com/gp/bestsellers/digital-text/7588896011/ref=pd_zg_hrsr_digital-text)","3.9 out of 5 stars, 5,514 ratings"
Enemy at the Gates (Mitch Rapp Book 20),,B08VBS7RZX,"Atria/Emily Bestler Books (September 14, 2021)","September 14, 2021",English,,Enabled,Not Enabled,Not Enabled,Not Enabled,384 pages,Not Enabled,"#1 in Assassination Thrillers (Books)(https://www.amazon.com/gp/bestsellers/books/9536070011/ref=pd_zg_hrsr_books), #1 in Assassination Thrillers (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/7130643011/ref=pd_zg_hrsr_digital-text), #3 in Espionage Thrillers (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157322011/ref=pd_zg_hrsr_digital-text)","None, None"
The Girl and the Unlucky 13 (Emma Griffin™ FBI Mystery),A.J. Rivers,B091RC5PDJ,,"April 17, 2021",English,,Enabled,Not Enabled,Not Enabled,Not Enabled,,Enabled,"#18 in Psychological Fiction (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/18289231011/ref=pd_zg_hrsr_digital-text), #25 in Psychological Fiction (Books)(https://www.amazon.com/gp/bestsellers/books/18289232011/ref=pd_zg_hrsr_books), #30 in Psychological Thrillers (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/6190491011/ref=pd_zg_hrsr_digital-text)","None, None"
After Alice Fell: A Novel,Kim Taylor Blakemore,B0874463D9,"Lake Union Publishing (March 1, 2021)","March 1, 2021",English,1285 KB,Enabled,Enabled,Enabled,Enabled,287 pages,Not Enabled,"#1 in Gothic Fiction(https://www.amazon.com/gp/bestsellers/books/10159332011/ref=pd_zg_hrsr_books), #3 in Historical Thrillers (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/6361463011/ref=pd_zg_hrsr_digital-text), #6 in Historical Mystery, Thriller & Suspense Fiction(https://www.amazon.com/gp/bestsellers/digital-text/7588800011/ref=pd_zg_hrsr_digital-text)","3.8 out of 5 stars, 5,519 ratings"
Taken by Him: A Dark Mafia Arranged Marriage Romance (Mafia Brides Book 1),Measha Stone,B08MY824PZ,"Stormy Night Publications (November 6, 2020)","November 6, 2020",English,1244 KB,Enabled,Enabled,Enabled,Enabled,178 pages,Enabled,"#8 in Gothic Romance(https://www.amazon.com/gp/bestsellers/digital-text/6487830011/ref=pd_zg_hrsr_digital-text), #9 in Organized Crime Thrillers(https://www.amazon.com/gp/bestsellers/books/9536066011/ref=pd_zg_hrsr_books), #17 in Action & Adventure Romance (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/11650866011/ref=pd_zg_hrsr_digital-text)","4.5 out of 5 stars, 248 ratings"
The Stillwater Girls,Minka Kent,B07CWSSFL3,"Thomas & Mercer (April 9, 2019)","April 9, 2019",English,5750 KB,Enabled,Enabled,Enabled,Enabled,253 pages,Not Enabled,"#6 in Kidnapping Crime Fiction(https://www.amazon.com/gp/bestsellers/digital-text/7151518011/ref=pd_zg_hrsr_digital-text), #13 in Kidnapping Thrillers(https://www.amazon.com/gp/bestsellers/books/9536064011/ref=pd_zg_hrsr_books), #19 in Women's Psychological Fiction(https://www.amazon.com/gp/bestsellers/digital-text/7588896011/ref=pd_zg_hrsr_digital-text)","4.5 out of 5 stars, 4,732 ratings"
Hush Little Girl: An absolutely gripping mystery and suspense thriller (Detective Josie Quinn Book 11),Lisa Regan,B08QV8QY3G,"Bookouture (April 14, 2021)","April 14, 2021",English,1302 KB,Enabled,Enabled,Enabled,Enabled,325 pages,Enabled,"#6 in Organized Crime Thrillers(https://www.amazon.com/gp/bestsellers/books/9536066011/ref=pd_zg_hrsr_books), #13 in Serial Killer Thrillers(https://www.amazon.com/gp/bestsellers/books/9536067011/ref=pd_zg_hrsr_books), #25 in Police Procedurals (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157318011/ref=pd_zg_hrsr_digital-text)","None, None"
You Love Me: A You Novel,Caroline Kepnes,B08F4L5VMF,"Random House (April 6, 2021)","April 6, 2021",English,4523 KB,Enabled,Enabled,Enabled,Enabled,387 pages,Not Enabled,"#17 in Psychological Fiction (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/18289231011/ref=pd_zg_hrsr_digital-text), #24 in Psychological Fiction (Books)(https://www.amazon.com/gp/bestsellers/books/18289232011/ref=pd_zg_hrsr_books), #28 in Psychological Thrillers (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/6190491011/ref=pd_zg_hrsr_digital-text)","4.2 out of 5 stars, 37 ratings"
King's Hostage: A Dark Mafia Romance (Merciless Kings Book 2),Piper Stone,B0916FX1HS,"Stormy Night Publications (March 25, 2021)","March 25, 2021",English,1689 KB,Enabled,Enabled,Not Enabled,Enabled,331 pages,Enabled,"#6 in Gothic Romance(https://www.amazon.com/gp/bestsellers/digital-text/6487830011/ref=pd_zg_hrsr_digital-text), #8 in Organized Crime Thrillers(https://www.amazon.com/gp/bestsellers/books/9536066011/ref=pd_zg_hrsr_books), #16 in Action & Adventure Romance (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/11650866011/ref=pd_zg_hrsr_digital-text)","4.6 out of 5 stars, 58 ratings"
Elsewhere,Dean Koontz,B086K31XRZ,"Thomas & Mercer (October 6, 2020)","October 6, 2020",English,14673 KB,Enabled,Enabled,Enabled,Enabled,365 pages,Not Enabled,"#2 in Crime & Mystery Science Fiction(https://www.amazon.com/gp/bestsellers/digital-text/18623156011/ref=pd_zg_hrsr_digital-text), #3 in Horror Suspense(https://www.amazon.com/gp/bestsellers/digital-text/7130636011/ref=pd_zg_hrsr_digital-text), #4 in Technothrillers (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157324011/ref=pd_zg_hrsr_digital-text)","4.5 out of 5 stars, 6,094 ratings"
The Queen of Paris: A Novel of Coco Chanel,Pamela Binnings Ewen,B07ZRZGH7Z,"Blackstone Publishing; Unabridged edition (April 7, 2020)","April 7, 2020",English,3438 KB,Enabled,Enabled,Enabled,Enabled,355 pages,Not Enabled,"#1 in Military Historical Fiction(https://www.amazon.com/gp/bestsellers/books/9332129011/ref=pd_zg_hrsr_books), #1 in Historical German Fiction(https://www.amazon.com/gp/bestsellers/digital-text/7588811011/ref=pd_zg_hrsr_digital-text), #2 in Political Fiction (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157069011/ref=pd_zg_hrsr_digital-text)","4.4 out of 5 stars, 1,875 ratings"
The Opium Prince,Jasmine Aimaq,B08191628F,"Soho Crime (December 1, 2020)","December 1, 2020",English,1541 KB,Enabled,Enabled,Enabled,Enabled,278 pages,Not Enabled,"#1 in Political Thrillers & Suspense(https://www.amazon.com/gp/bestsellers/digital-text/6190490011/ref=pd_zg_hrsr_digital-text), #4 in Organized Crime Thrillers(https://www.amazon.com/gp/bestsellers/books/9536066011/ref=pd_zg_hrsr_books), #5 in Political Thrillers (Books)(https://www.amazon.com/gp/bestsellers/books/7538395011/ref=pd_zg_hrsr_books)","4.1 out of 5 stars, 84 ratings"
The Bounty: A Novel (A Fox and O'Hare Novel Book 7),,B08BZWMHKF,"Atria Books (March 23, 2021)","March 23, 2021",English,3185 KB,Enabled,Enabled,Enabled,Enabled,316 pages,Not Enabled,"#13 in Humorous Fiction (Books)(https://www.amazon.com/gp/bestsellers/books/10159382011/ref=pd_zg_hrsr_books), #13 in General Humorous Fiction(https://www.amazon.com/gp/bestsellers/digital-text/7588841011/ref=pd_zg_hrsr_digital-text), #35 in Crime Thrillers (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/6361462011/ref=pd_zg_hrsr_digital-text)","4.5 out of 5 stars, 429 ratings"
Cruel Masters: A Dark Billionaire Romance,Piper Stone,B08YW8FZ85,"Stormy Night Publications (March 12, 2021)","March 12, 2021",English,1637 KB,Enabled,Enabled,Enabled,Enabled,340 pages,Enabled,"#7 in Organized Crime Thrillers(https://www.amazon.com/gp/bestsellers/books/9536066011/ref=pd_zg_hrsr_books), #14 in Action & Adventure Romance (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/11650866011/ref=pd_zg_hrsr_digital-text), #36 in Crime Thrillers (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/6361462011/ref=pd_zg_hrsr_digital-text)","4.6 out of 5 stars, 76 ratings"
In the Heart of the Fire (Nameless Book 1),Dean Koontz,B07Y8HKVGJ,"Amazon Original Stories (November 12, 2019)","November 12, 2019",English,5734 KB,Enabled,Enabled,Enabled,Enabled,61 pages,Not Enabled,"#1 in 90-Minute Literature & Fiction Short Reads(https://www.amazon.com/gp/bestsellers/digital-text/8624215011/ref=pd_zg_hrsr_digital-text), #1 in Single Authors Short Stories(https://www.amazon.com/gp/bestsellers/digital-text/7588881011/ref=pd_zg_hrsr_digital-text), #1 in Kindle Singles: Mystery, Thriller & Suspense(https://www.amazon.com/gp/bestsellers/digital-text/17403650011/ref=pd_zg_hrsr_digital-text)","4.4 out of 5 stars, 8,753 ratings"
